,department,department_name,division,gender,base_salary,overtime_pay,longevity_pay,pay_grade
7692,POL,Department of Police,PSB 2nd District Patrol,M,87473.00,504.71,0.00,P4
7693,POL,Department of Police,PSB 1st District Patrol,M,93706.00,6889.40,3406.05,P4
7694,POL,Department of Police,PSB 1st District Special Assignment Team,M,108226.00,17515.99,8004.96,A1
7695,POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,M,93706.00,9827.05,3406.05,P4
7696,POL,Department of Police,PSB 3rd District Patrol,F,93706.00,0.00,1540.26,P4
7697,POL,Department of Police,HQ Office of the Chief,M,108226.00,7108.64,3679.61,A1
7698,POL,Department of Police,PSB 1st District Patrol,M,84515.00,450.95,0.00,P4
7699,POL,Department of Police,FSB Special Operations Division Canine Section,M,93706.00,20967.27,6931.17,P4
7700,POL,Department of Police,PSB 3rd District Patrol,F,66067.32,995.54,0.00,16
7701,POL,Department of Police,PSB 6th District Patrol,M,93706.00,5194.08,6931.17,P4
7702,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,93706.00,22807.36,0.00,P4
7703,POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,68575.00,197.83,0.00,15
7704,POL,Department of Police,PSB 3rd District Patrol,M,108226.00,16470.69,8004.96,A1
7705,POL,Department of Police,ISB Major Crimes Division Cold Case Section,F,93706.00,4336.52,3027.60,P4
7706,POL,Department of Police,PSB 2nd District Patrol,M,108226.00,18394.14,8004.96,A1
7707,POL,Department of Police,PSB 2nd District Patrol,M,98389.00,2432.47,7277.31,P5
7708,POL,Department of Police,PSB 6th District Patrol,M,84515.00,2224.70,0.00,P4
7709,POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,98389.00,3800.50,7277.31,P5
7710,POL,Department of Police,PSB 6th District Patrol,M,93706.00,6623.69,6931.17,P4
7711,POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,95908.23,684.64,489.44,23
7712,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,108226.00,8966.58,3933.63,A1
7713,POL,Department of Police,PSB 6th District Station,M,159828.13,1515.70,0.00,A3
7714,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,F,98389.00,7949.78,3576.15,P5
7715,POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,F,90536.00,522.36,0.00,P4
7716,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,108226.00,14653.66,0.00,A1
7717,POL,Department of Police,PSB 4th District Patrol,M,108226.00,2867.69,3933.63,A1
7718,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,F,93706.00,26840.57,3406.05,P4
7719,POL,Department of Police,ISB Major Crimes Division Robbery Section,M,93706.00,5210.81,3406.05,P4
7720,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,884.24,10
7721,POL,Department of Police,HQ Office of the Chief,F,108226.00,1643.67,3086.22,A1
7722,POL,Department of Police,PSB 3rd District Patrol,M,108226.00,9388.46,3496.56,A1
7723,POL,Department of Police,PSB 1st District Patrol,F,71852.00,10736.63,2074.00,16
7724,POL,Department of Police,PSB 3rd District Patrol,M,93706.00,0.00,3406.05,P4
7725,POL,Department of Police,PSB 6th District Patrol,M,93706.00,2171.70,6931.17,P4
7726,POL,Department of Police,PSB 5th District Patrol,M,93706.00,5420.65,3406.05,P4
7727,POL,Department of Police,PSB 6th District Patrol,M,93706.00,1503.83,3406.05,P4
7728,POL,Department of Police,PSB 6th District Traffic Squad,M,93706.00,3185.59,6931.17,P4
7729,POL,Department of Police,PSB 2nd District Patrol,M,93706.00,0.00,4331.98,P4
7730,POL,Department of Police,PSB 4th District Community Action Team,M,98389.00,8060.28,0.00,P5
7731,POL,Department of Police,PSB 4th District Patrol,M,98389.00,10851.67,7277.31,P5
7732,POL,Department of Police,HQ Office of the Chief Internal Affairs Division,F,67260.16,0.00,0.00,16
7733,POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,93706.00,5997.62,3406.05,P4
7734,POL,Department of Police,ISB Special Victims Investigations Division Family Justice,F,93706.00,8345.81,0.00,P4
7735,POL,Department of Police,PSB 1st District Patrol,M,93706.00,139.90,3406.05,P4
7736,POL,Department of Police,PSB 5th District Patrol,M,93706.00,1194.44,6931.17,P4
7737,POL,Department of Police,PSB 1st District Traffic Squad,M,98389.00,1493.92,7277.31,P5
7738,POL,Department of Police,PSB 3rd District Patrol,M,98389.00,2313.32,3311.25,P5
7739,POL,Department of Police,PSB 2nd District Patrol,M,108226.00,5183.78,8004.96,A1
7740,POL,Department of Police,PSB 5th District Patrol,M,87473.00,946.26,0.00,P4
7741,POL,Department of Police,PSB 6th District Patrol,F,60241.37,1064.43,0.00,16
7742,POL,Department of Police,PSB 3rd District Patrol,M,108226.00,767.41,3933.63,A1
7743,POL,Department of Police,PSB 5th District Patrol,M,93706.00,10279.39,6931.17,P4
7744,POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,108226.00,11793.88,3933.63,A1
7745,POL,Department of Police,PSB 3rd District Special Assignment Team,M,93706.00,9545.27,0.00,P4
7746,POL,Department of Police,PSB 4th District Patrol,F,98389.00,190.05,7277.31,P5
7747,POL,Department of Police,MSB Training and Education Division,M,93706.00,3474.76,6931.17,P4
7748,POL,Department of Police,PSB 3rd District Special Assignment Team,M,98389.00,9673.54,0.00,P5
7749,POL,Department of Police,PSB 1st District Patrol,M,93706.00,489.64,3406.05,P4
7750,POL,Department of Police,PSB 4th District Station,M,128816.00,1696.38,2039.66,A2
7751,POL,Department of Police,FSB Traffic Division School Safety Section,M,93706.00,4090.07,6931.17,P4
7752,POL,Department of Police,PSB 3rd District Community Action Team,M,98389.00,10483.55,3576.15,P5
7753,POL,Department of Police,PSB 4th District Patrol,M,93706.00,1398.87,3406.05,P4
7754,POL,Department of Police,PSB 3rd District Patrol,M,93706.00,325.78,6931.17,P4
7755,POL,Department of Police,PSB 2nd District Patrol,M,93706.00,0.00,6931.17,P4
7756,POL,Department of Police,PSB 1st District Patrol,M,87473.00,8863.25,0.00,P4
7757,POL,Department of Police,PSB 1st District Patrol,F,93706.00,384.70,3406.05,P4
7758,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,93706.00,14150.04,0.00,P4
7759,POL,Department of Police,PSB 5th District Patrol,M,98389.00,1653.34,7277.31,P5
7760,POL,Department of Police,PSB 3rd District Community Action Team,M,108226.00,2988.86,3933.63,A1
7761,POL,Department of Police,PSB 5th District Patrol,M,108226.00,17432.45,8004.96,A1
7762,POL,Department of Police,PSB 3rd District Patrol,M,93706.00,979.24,3027.60,P4
7763,POL,Department of Police,FSB Traffic Division School Safety Section,M,23618.37,0.00,0.00,10
7764,POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,M,93706.00,6261.78,6931.17,P4
7765,POL,Department of Police,PSB 6th District Community Action Team,M,108226.00,15671.32,3933.63,A1
7766,POL,Department of Police,PSB 1st District Patrol,F,42258.00,182.85,0.00,P4P
7767,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,120703.00,258.11,0.00,27
7768,POL,Department of Police,PSB 3rd District Traffic Squad,M,93706.00,1031.71,3406.05,P4
7769,POL,Department of Police,PSB 3rd District Station,M,151324.23,0.00,0.00,A3
7770,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,87473.00,14462.38,0.00,P4
7771,POL,Department of Police,PSB 3rd District Patrol,M,108226.00,6664.35,3933.63,A1
7772,POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,M,93706.00,2860.60,3027.60,P4
7773,POL,Department of Police,FSB Traffic Division School Safety Section,M,23618.38,0.00,0.00,10
7774,POL,Department of Police,ISB Major Crimes Division Fugitive Section,M,98389.00,5795.80,7277.31,P5
7775,POL,Department of Police,MSB Personnel Division,M,79494.92,1353.77,0.00,21
7776,POL,Department of Police,PSB 6th District Patrol,M,93706.00,760.25,0.00,P4
7777,POL,Department of Police,PSB 1st District Patrol,M,98389.00,0.00,7277.31,P5
7778,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,571.57,10
7779,POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,F,86669.00,0.00,0.00,20
7780,POL,Department of Police,Management Services Bureau,M,129816.50,0.00,0.00,A2
7781,POL,Department of Police,HQ Office of the Chief,M,136687.03,2572.77,0.00,A2
7782,POL,Department of Police,PSB 5th District Patrol,M,108226.00,752.48,8004.96,A1
7783,POL,Department of Police,FSB Security Services Division,M,64057.82,11834.42,0.00,15
7784,POL,Department of Police,PSB 1st District Patrol,M,84515.00,609.52,0.00,P4
7785,POL,Department of Police,PSB 4th District Patrol,M,93706.00,279.77,3406.05,P4
7786,POL,Department of Police,FSB Traffic Division Collision Reconstruction,M,84515.00,14993.75,0.00,P4
7787,POL,Department of Police,PSB 3rd District Patrol,M,101030.00,8014.60,0.00,A1
7788,POL,Department of Police,PSB 6th District Patrol,M,98389.00,3982.83,3576.15,P5
7789,POL,Department of Police,PSB 6th District Patrol,M,87473.00,0.00,0.00,P4
7790,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,90848.00,0.00,1887.84,21
7791,POL,Department of Police,PSB 5th District Patrol,M,93706.00,0.00,6899.08,P4
7792,POL,Department of Police,Patrol Services Bureau,M,93706.00,675.77,0.00,P4
7793,POL,Department of Police,PSB 3rd District Patrol,M,93706.00,14224.64,6931.17,P4
7794,POL,Department of Police,PSB 4th District Patrol,M,93706.00,3981.51,6931.17,P4
7795,POL,Department of Police,FSB Special Operations Division,M,93706.00,16758.31,6931.17,P4
7796,POL,Department of Police,PSB 5th District Traffic Squad,M,98389.00,6841.00,7277.31,P5
7797,POL,Department of Police,PSB 5th District Patrol,M,93706.00,13219.30,3406.05,P4
7798,POL,Department of Police,PSB 3rd District Patrol,F,93706.00,3497.13,3406.05,P4
7799,POL,Department of Police,PSB 5th District Patrol,M,108226.00,42556.26,8004.96,A1
7800,POL,Department of Police,PSB 1st District Patrol,M,60848.68,11363.60,0.00,16
7801,POL,Department of Police,PSB 4th District Special Assignment Team,M,108226.00,20679.68,3933.63,A1
7802,POL,Department of Police,PSB 5th District Special Assignment Team,M,93706.00,7838.90,3784.53,P4
7803,POL,Department of Police,PSB 4th District Station,M,93706.00,760.10,6931.17,P4
7804,POL,Department of Police,PSB 6th District Patrol,F,46853.00,874.28,1703.16,P4P
7805,POL,Department of Police,HQ Office of the Chief,M,108226.00,1463.18,8004.96,A1
7806,POL,Department of Police,MSB Communications Division,F,60003.13,594.36,1873.96,15
7807,POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,108226.00,8068.22,8004.96,A1
7808,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,108226.00,12708.63,8004.96,A1
7809,POL,Department of Police,PSB 5th District Patrol,F,68523.09,19543.40,0.00,16
7810,POL,Department of Police,PSB 3rd District Patrol,M,78894.00,0.00,0.00,P4
7811,POL,Department of Police,PSB 1st District Patrol,F,46853.00,0.00,3369.45,P4P
7812,POL,Department of Police,MSB Communications Division,M,71949.25,29325.17,0.00,20
7813,POL,Department of Police,PSB 1st District Patrol,M,87473.00,235.55,0.00,P4
7814,POL,Department of Police,PSB 4th District Patrol,M,93706.00,643.93,6147.81,P4
7815,POL,Department of Police,PSB 5th District Educational Facilities Officers,M,93706.00,2787.04,6931.17,P4
7816,POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,F,63509.03,0.00,0.00,15
7817,POL,Department of Police,PSB 2nd District Traffic Squad,M,81657.00,0.00,0.00,P4
7818,POL,Department of Police,PSB 3rd District Patrol,M,108226.00,10986.08,3933.63,A1
7819,POL,Department of Police,FSB Special Operations Division,M,108226.00,18184.76,8004.96,A1
7820,POL,Department of Police,PSB 2nd District Special Assignment Team,M,84515.00,20814.45,0.00,P4
7821,POL,Department of Police,PSB 1st District Patrol,M,87473.00,1696.85,0.00,P4
7822,POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,108226.00,15924.80,7849.14,A1
7823,POL,Department of Police,Management Services Bureau,F,77271.66,0.00,0.00,18
7824,POL,Department of Police,MSB Information Management and Technology Division,M,93706.00,5560.88,3406.05,P4
7825,POL,Department of Police,PSB 3rd District Patrol,M,93706.00,419.66,3406.05,P4
7826,POL,Department of Police,PSB 2nd District Patrol,M,93706.00,108.59,6931.17,P4
7827,POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,F,93706.00,39018.50,6931.17,P4
7828,POL,Department of Police,MSB Personnel Division,M,78902.00,0.00,0.00,18
7829,POL,Department of Police,PSB 3rd District Station,M,143995.19,571.15,0.00,A2
7830,POL,Department of Police,PSB 1st District Patrol,M,93706.00,1882.16,6931.17,P4
7831,POL,Department of Police,FSB Traffic Division Collision Reconstruction,M,93706.00,2859.42,6931.17,P4
7832,POL,Department of Police,PSB 3rd District Patrol,M,104566.00,1123.51,0.00,A1
7833,POL,Department of Police,PSB 5th District Traffic Squad,M,93706.00,3619.51,6931.17,P4
7834,POL,Department of Police,HQ Office of the Chief Internal Affairs Division,F,143995.19,0.00,0.00,A2
7835,POL,Department of Police,PSB 3rd District Patrol,M,87473.00,876.79,0.00,P4
7836,POL,Department of Police,MSB Communications Division,M,109761.00,251.93,6942.24,25
7837,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,93706.00,12559.73,6931.17,P4
7838,POL,Department of Police,PSB 5th District Patrol,M,93706.00,810.92,0.00,P4
7839,POL,Department of Police,PSB 6th District Patrol,M,98389.00,7285.83,7277.31,P5
7840,POL,Department of Police,PSB 3rd District Patrol,M,87473.00,3006.68,0.00,P4
7841,POL,Department of Police,PSB 5th District Patrol,M,87473.00,4384.45,0.00,P4
7842,POL,Department of Police,PSB 5th District Community Action Team,M,78894.00,4296.24,0.00,P4
7843,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,94269.33,0.00,0.00,25
7844,POL,Department of Police,PSB 5th District Patrol,F,71852.00,0.00,4544.64,16
7845,POL,Department of Police,Management Services Bureau,M,93706.00,2805.12,6931.17,P4
7846,POL,Department of Police,PSB 2nd District Patrol,M,93706.00,139.90,3406.05,P4
7847,POL,Department of Police,PSB 4th District Patrol,M,108226.00,5256.96,3496.56,A1
7848,POL,Department of Police,PSB 3rd District Patrol,M,93706.00,8759.19,6931.17,P4
7849,POL,Department of Police,PSB 1st District Patrol,M,108226.00,0.00,8004.96,A1
7850,POL,Department of Police,ISB Special Victims Investigations Division Family Justice,M,108226.00,29053.97,8004.96,A1
7851,POL,Department of Police,PSB 5th District Patrol,M,84515.00,0.00,0.00,P4
7852,POL,Department of Police,MSB Training and Education Division,M,148478.33,4447.70,0.00,A3
7853,POL,Department of Police,MSB Training and Education Division,M,93706.00,3112.79,6931.17,P4
7854,POL,Department of Police,PSB 5th District Patrol,M,84515.00,2742.75,0.00,P4
7855,POL,Department of Police,PSB 6th District Patrol,M,108226.00,409.56,6044.69,A1
7856,POL,Department of Police,PSB 6th District Patrol,F,93706.00,1990.73,6931.17,P4
7857,POL,Department of Police,PSB 4th District Patrol,F,108226.00,1045.14,8004.96,A1
7858,POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,87473.00,2286.81,0.00,P4
7859,POL,Department of Police,PSB 6th District Educational Facilities Officers,M,93706.00,1858.38,0.00,P4
7860,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,84515.00,1980.90,0.00,P4
7861,POL,Department of Police,PSB 2nd District Educational Facilities Officers,F,93706.00,0.00,6931.17,P4
7862,POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,M,93706.00,13193.15,6931.17,P4
7863,POL,Department of Police,FSB Traffic Division School Safety Section,F,25302.14,0.00,0.00,10
7864,POL,Department of Police,Patrol Services Bureau,M,84515.00,5058.85,0.00,P4
7865,POL,Department of Police,PSB 2nd District Patrol,M,98389.00,2850.60,7277.31,P5
7866,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,93706.00,7623.93,3406.05,P4
7867,POL,Department of Police,PSB 1st District Patrol,M,93706.00,0.00,2663.37,P4
7868,POL,Department of Police,FSB Special Operations Division,M,143196.07,6609.18,0.00,A2
7869,POL,Department of Police,PSB 4th District Patrol,M,93706.00,6644.64,3406.05,P4
7870,POL,Department of Police,PSB 1st District Patrol,M,93706.00,629.50,3406.05,P4
7871,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,87473.00,10156.42,0.00,P4
7872,POL,Department of Police,PSB 5th District Patrol,M,93706.00,5845.41,0.00,P4
7873,POL,Department of Police,PSB 6th District Station,F,71852.00,0.00,4544.64,16
7874,POL,Department of Police,FSB Traffic Division School Safety Section,F,22048.31,0.00,0.00,10
7875,POL,Department of Police,MSB Training and Education Division,M,108226.00,7420.26,8004.96,A1
7876,POL,Department of Police,MSB Training and Education Division,M,98389.00,8739.23,3576.15,P5
7877,POL,Department of Police,PSB 3rd District Patrol,M,101030.00,2622.96,0.00,A1
7878,POL,Department of Police,PSB 1st District Patrol,F,84515.00,0.00,0.00,P4
7879,POL,Department of Police,ISB Major Crimes Division,F,75290.00,0.00,1563.12,17
7880,POL,Department of Police,PSB 6th District Station,F,142588.92,0.00,0.00,A2
7881,POL,Department of Police,FSB Traffic Division School Safety Section,F,23618.37,0.00,0.00,10
7882,POL,Department of Police,PSB 5th District Patrol,M,93706.00,2902.77,3406.05,P4
7883,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,523.73,10
7884,POL,Department of Police,PSB 6th District Patrol,M,93706.00,6946.18,6796.21,P4
7885,POL,Department of Police,PSB 6th District Patrol,M,93706.00,416.25,6931.17,P4
7886,POL,Department of Police,ISB Special Victims Investigations Division,F,153999.63,0.00,0.00,A3
7887,POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,832.49,6931.17,P4
7888,POL,Department of Police,MSB Management and Budget Division,F,67000.45,773.12,0.00,16
7889,POL,Department of Police,PSB 5th District Patrol,M,93706.00,1176.34,6931.17,P4
7890,POL,Department of Police,MSB Personnel Division Recruitment Section,F,93706.00,1189.03,3406.05,P4
7891,POL,Department of Police,ISB Criminal Investigations Division 2nd District Investigative Section,M,108226.00,7633.71,3933.63,A1
7892,POL,Department of Police,FSB Traffic Division School Safety Section,F,24446.36,70.53,0.00,10
7893,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,93706.00,13211.20,6931.17,P4
7894,POL,Department of Police,ISB Major Crimes Division Robbery Section,M,108226.00,9155.19,8004.96,A1
7895,POL,Department of Police,PSB 1st District Patrol,F,93706.00,664.47,3406.05,P4
7896,POL,Department of Police,PSB 5th District Patrol,F,93706.00,361.95,6931.17,P4
7897,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,76227.00,5513.74,0.00,P4
7898,POL,Department of Police,PSB 3rd District Patrol,M,108226.00,4527.77,7849.14,A1
7899,POL,Department of Police,PSB 6th District Patrol,M,93706.00,144.78,6931.17,P4
7900,POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,760.10,6931.17,P4
7901,POL,Department of Police,PSB 1st District Patrol,M,93706.00,419.66,3406.05,P4
7902,POL,Department of Police,PSB 6th District Patrol,M,81657.00,853.91,0.00,P4
7903,POL,Department of Police,PSB 5th District Special Assignment Team,M,93706.00,4850.16,7444.57,P4
7904,POL,Department of Police,ISB Major Crimes Division Robbery Section,M,93706.00,4831.78,0.00,P4
7905,POL,Department of Police,MSB Communications Division,M,82691.00,36751.40,2576.88,19
7906,POL,Department of Police,PSB 5th District Patrol,M,93706.00,10281.69,3406.05,P4
7907,POL,Department of Police,PSB 1st District Patrol,M,93706.00,4035.77,6931.17,P4
7908,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,968.35,10
7909,POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,F,58611.40,3112.18,0.00,16
7910,POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,M,61733.73,664.72,0.00,16
7911,POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,81657.00,6625.11,0.00,P4
7912,POL,Department of Police,MSB Communications Division,F,75546.72,10126.25,0.00,21
7913,POL,Department of Police,PSB 6th District Station,M,151324.23,1560.57,0.00,A3
7914,POL,Department of Police,PSB 5th District Patrol,M,93706.00,384.69,3406.05,P4
7915,POL,Department of Police,ISB Major Crimes Division Robbery Section,M,78894.00,11094.70,0.00,P4
7916,POL,Department of Police,PSB 5th District Patrol,M,108226.00,2633.68,8004.96,A1
7917,POL,Department of Police,PSB 2nd District Traffic Squad,M,108226.00,10380.23,3933.63,A1
7918,POL,Department of Police,FSB Special Operations Division Tactical Operations Section,M,87473.00,15076.91,0.00,P4
7919,POL,Department of Police,FSB Traffic Division Collision Reconstruction,M,93706.00,2162.47,0.00,P4
7920,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108226.00,8037.61,3933.63,A1
7921,POL,Department of Police,PSB 3rd District Patrol,F,98389.00,4152.95,0.00,P5
7922,POL,Department of Police,PSB 5th District Patrol,F,90536.00,3607.42,0.00,P4
7923,POL,Department of Police,PSB 5th District Station,M,143995.19,934.60,0.00,A2
7924,POL,Department of Police,PSB 6th District Special Assignment Team,M,93706.00,25915.76,0.00,P4
7925,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,87473.00,4857.65,0.00,P4
7926,POL,Department of Police,ISB Major Crimes Division Victim Witness Assistance Section,F,86669.00,0.00,2502.00,20
7927,POL,Department of Police,PSB 3rd District Patrol,M,87473.00,1009.51,0.00,P4
7928,POL,Department of Police,PSB 6th District Patrol,M,108226.00,4766.02,3933.63,A1
7929,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,93706.00,0.00,6931.17,P4
7930,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108226.00,3135.53,8004.96,A1
7931,POL,Department of Police,MSB Communications Division,F,90848.00,529.06,0.00,21
7932,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,61616.62,0.00,0.00,16
7933,POL,Department of Police,PSB 2nd District Patrol,M,93706.00,434.34,6931.17,P4
7934,POL,Department of Police,PSB 5th District Patrol,M,98389.00,2337.55,7277.31,P5
7935,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,1297.61,10
7936,POL,Department of Police,MSB Personnel Division,F,109761.00,0.00,0.00,25
7937,POL,Department of Police,PSB 2nd District Patrol,F,71852.00,6644.84,2239.92,16
7938,POL,Department of Police,FSB Special Operations Division Canine Section,M,108226.00,15678.63,8004.96,A1
7939,POL,Department of Police,FSB Special Operations Division Canine Section,F,108226.00,19106.73,8004.96,A1
7940,POL,Department of Police,PSB 5th District Patrol,M,93706.00,13139.03,6931.17,P4
7941,POL,Department of Police,PSB 3rd District Patrol,F,71852.00,4830.18,2239.92,16
7942,POL,Department of Police,Field Services Bureau,M,108226.00,0.00,8004.96,A1
7943,POL,Department of Police,PSB 6th District Patrol,F,90536.00,0.00,0.00,P4
7944,POL,Department of Police,ISB Criminal Investigations Division,M,162547.70,937.79,0.00,A3
7945,POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,63428.43,0.00,0.00,18
7946,POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,F,93706.00,9429.94,3027.60,P4
7947,POL,Department of Police,PSB 6th District Patrol,F,71852.00,20077.87,0.00,16
7948,POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,98389.00,13428.48,0.00,P5
7949,POL,Department of Police,MSB Communications Division,F,73408.17,9055.77,0.00,19
7950,POL,Department of Police,MSB Communications Division,F,71949.24,9213.31,0.00,20
7951,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,441.28,10
7952,POL,Department of Police,FSB Traffic Division School Safety Section,F,26970.86,232.10,0.00,10
7953,POL,Department of Police,PSB 6th District Patrol,M,93706.00,2168.29,3406.05,P4
7954,POL,Department of Police,PSB 2nd District Patrol,M,98389.00,0.00,2830.07,P5
7955,POL,Department of Police,FSB Traffic Division School Safety Section,F,24446.36,0.00,0.00,10
7956,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,0.00,10
7957,POL,Department of Police,PSB 3rd District Patrol,M,108226.00,21821.81,8004.96,A1
7958,POL,Department of Police,PSB 4th District Patrol,M,108226.00,5267.43,8004.96,A1
7959,POL,Department of Police,Field Services Bureau,M,177500.00,384.33,0.00,0
7960,POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,93706.00,1447.80,6931.17,P4
7961,POL,Department of Police,FSB Special Operations Division Canine Section,M,98389.00,18947.82,7277.31,P5
7962,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,1433.41,10
7963,POL,Department of Police,PSB 1st District Station,M,143995.19,4387.46,0.00,A2
7964,POL,Department of Police,PSB 1st District Traffic Squad,M,93706.00,180.98,6931.17,P4
7965,POL,Department of Police,ISB Special Victims Investigations Division,M,108226.00,229.93,8004.96,A1
7966,POL,Department of Police,Patrol Services Bureau,M,143995.19,856.71,0.00,A2
7967,POL,Department of Police,MSB Communications Division,M,126584.00,258.35,0.00,28
7968,POL,Department of Police,FSB Traffic Division School Safety Section,F,69241.19,299.61,0.00,16
7969,POL,Department of Police,PSB 2nd District Patrol,M,93706.00,279.77,3406.05,P4
7970,POL,Department of Police,Management Services Bureau,M,99852.00,5674.05,3112.56,23
7971,POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,66986.93,0.00,0.00,16
7972,POL,Department of Police,FSB Security Services Division,M,99852.00,2664.37,0.00,23
7973,POL,Department of Police,FSB Traffic Division School Safety Section,F,27203.50,0.00,488.77,10
7974,POL,Department of Police,PSB 1st District Station,M,142972.69,824.86,0.00,A2
7975,POL,Department of Police,PSB 4th District Patrol,M,81657.00,2267.24,0.00,P4
7976,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,M,93706.00,6334.16,6931.17,P4
7977,POL,Department of Police,PSB 6th District Patrol,M,78894.00,6230.12,0.00,P4
7978,POL,Department of Police,Field Services Bureau,M,93706.00,1538.74,3406.05,P4
7979,POL,Department of Police,HQ Police Chief,M,225000.00,0.00,0.00,0
7980,POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,60534.91,0.00,0.00,15
7981,POL,Department of Police,PSB 1st District Patrol,M,84515.00,1523.77,0.00,P4
7982,POL,Department of Police,PSB 4th District Patrol,M,104566.00,1708.94,0.00,A1
7983,POL,Department of Police,PSB 3rd District Patrol,M,104566.00,7916.50,0.00,A1
7984,POL,Department of Police,MSB Training and Education Division,M,108226.00,7106.74,8004.96,A1
7985,POL,Department of Police,FSB Traffic Division School Safety Section,F,26970.86,272.32,0.00,10
7986,POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,108226.00,18527.59,3496.56,A1
7987,POL,Department of Police,FSB Security Services Division,M,68575.00,4218.67,2138.40,15
7988,POL,Department of Police,MSB Information Management and Technology Division,F,64059.30,2.22,0.00,15
7989,POL,Department of Police,Investigative Services Bureau,M,177500.00,0.00,0.00,0
7990,POL,Department of Police,FSB Media Services Division,F,104566.00,14214.82,0.00,A1
7991,POL,Department of Police,PSB 2nd District Patrol,M,93706.00,5.33,3406.05,P4
7992,POL,Department of Police,FSB Traffic Division School Safety Section,F,69241.19,649.17,0.00,16
7993,POL,Department of Police,ISB Special Victims Investigations Division Family Justice,M,94312.00,20166.67,0.00,A1
7994,POL,Department of Police,FSB Traffic Division School Safety Section,F,25179.07,0.00,0.00,10
7995,POL,Department of Police,ISB Major Crimes Division Cold Case Section,F,93706.00,72.39,6931.17,P4
